group,datasetName,datasetId,formula,adduct,chemMod,ion,mz,msm,fdr,rhoSpatial,rhoSpectral,rhoChaos,moleculeNames,moleculeIds,minIntensity,maxIntensity,totalIntensity,isomers,isobars,offSample,rawOffSampleProb,isobarIons
Iowa State University,gta3619,2025-06-19_16h57m41s,C16H16O8,M[M]+,-O+C5H12N3O,C16H16O8-O+C5H12N3O+,450.18709125900006,0.52520967,0.1,0.547527263,0.961333301,0.9978217575304954,"4-{[3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}-3,5-dihydroxycyclohex-1-ene-1-carboxylic acid, Caffeoylshikimate, Altersolanol A","CNP0135819, CNP0180163, CNP0194993",0,12245.82422,8621674,3,2,,,"C23H30O9+, C30H26O4+H+"
Iowa State University,gta3619,2025-06-19_16h57m41s,C9H9NO5,M[M]+,-O+C5H12N3O,C9H9NO5-O+C5H12N3O+,325.1506462,0.5246808,0.1,0.5316871849438122,0.9878688321656405,0.9989407023603915,"Betalamic Acid, Dimboa","CNP0226871, CNP0246983",0,23701.14648,14061016,2,2,,,"C13H24O9+H+, C16H23NO6+"
Iowa State University,gta3619,2025-06-19_16h57m41s,C19H32O4,M[M]+,-O+C5H12N3O,C19H32O4-O+C5H12N3O+,438.33263329100004,0.52310795,0.1,0.5533071644173264,0.9485111058734487,0.9967416602017067,"11-(3-hexyloxiran-2-yl)-9-hydroxyundeca-7,10-dienoic acid, Annosquamosin G, Protolichesterinic Acid","CNP0076996, CNP0116545, CNP0228418",0,14493.7666,2835352.75,3,1,,,C26H46O5+
Iowa State University,gta3619,2025-06-19_16h57m41s,C17H28O,M[M]+,-O+C5H12N3O,C17H28O-O+C5H12N3O+,362.3165893,0.50949585,0.1,0.5309154629446934,0.9613732860291581,0.998213058,"2-(hept-6-en-1-yl)-3-(octa-2,5-dien-1-yl)oxirane, 2-(deca-2,9-dien-1-yl)-3-(pent-2-en-1-yl)oxirane","CNP0191111, CNP0220784",0,14963.83984,9489960,2,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C29H46O2,M[M]+,-O+C5H12N3O,C29H46O2-O+C5H12N3O+,540.4523545,0.5084791,0.1,0.5535572807199998,0.921201468,0.9971395881006865,"5a,5b,11a,13b-tetramethyl-8-methylidene-3-(prop-1-en-2-yl)-icosahydro-1H-cyclopenta[a]chrysene-7,9-diol, 6-{6-hydroxy-7,7,12,16-tetramethylpentacyclo[9.7.0.0??,??.0??,???.0????,?????]octadecan-15-yl}hept-3-en-2-one, 9a,11a-dimethyl-1-(5-methylhept-3-en-2-yl)-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-7-yl acetate, 7-hydroxy-9a,11a-dimethyl-1-[5-(propan-2-yl)hept-5-en-2-yl]-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-4-one, 7-Oxostigmasterol, 9a,11a-dimethyl-1-(6-methylhept-3-en-2-yl)-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-7-yl acetate, 7-hydroxy-9a,11a-dimethyl-1-[5-(2-methylcyclopropyl)hexan-2-yl]-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-4-one, 1-(5-ethyl-6-methylhept-3-en-2-yl)-5-hydroxy-9a,11a-dimethyl-1H,2H,3H,3aH,3bH,4H,5H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-7-one, 1-(5-ethyl-6-methylheptan-2-yl)-9a,11a-dimethyl-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-4,7-dione, 3-acetyl-5a,5b,8,8,11a,13b-hexamethyl-icosahydro-1H-cyclopenta[a]chrysen-9-one, 1-(5-ethyl-6-methylheptan-2-yl)-9a,11a-dimethyl-1H,2H,3H,3aH,3bH,4H,5H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-5,7-dione, 1-acetyl-3a,5a,5b,8,8,11a-hexamethyl-icosahydro-1H-cyclopenta[a]chrysen-9-one, Koelpinin A","CNP0119884, CNP0121877, CNP0147927, CNP0163614, CNP0188524, CNP0230131, CNP0264721, CNP0264734, CNP0270446, CNP0307605, CNP0327368, CNP0357076, CNP0367352",0,18067.83398,1471464.375,13,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C6H6O4,M[M]+,-O+C5H12N3O,C6H6O4-O+C5H12N3O+,256.1291825,0.50672436,0.1,0.5179084675359616,0.9798795510216641,0.9984953703703704,"5-Hydroxy-3-Methoxy-4H-Pyran-4-One, Sumiki Acid, Kojic Acid","CNP0275843, CNP0283460, CNP0328434",0,20899.94922,10376368,3,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C7H14O6,M[M]+,-O+C5H12N3O,C7H14O6-O+C5H12N3O+,308.181612,0.5038674,0.1,0.51732864,0.9754376626013398,0.9985048678720445,"2-(hydroxymethyl)-6-methoxyoxane-3,4,5-triol, 2,5-bis(hydroxymethyl)-2-methoxyoxolane-3,4-diol, Pinit","CNP0163430, CNP0178285, CNP0201870",0,23263.04883,11797037,3,2,,,"C8H10N4O2-O+C5H12N3O+, C14H10O-O+C5H12N3O+H+"
Iowa State University,gta3619,2025-06-19_16h57m41s,C15H24O,M[M]+,-O+C5H12N3O,C15H24O-O+C5H12N3O+,334.2852892,0.50320905,0.1,0.5245970090838568,0.9609556804089147,0.9982039465910434,"Oxyphyllol A, 2,3-di-tert-butyl-6-methylphenol, 2,7,9,9-tetramethyl-3-oxatetracyclo[6.2.2.0??,???.0??,???]dodecane, 2-(4a,8-dimethyl-1,2,4a,5,8,8a-hexahydronaphthalen-2-yl)propan-2-ol, 3,7,7,10-tetramethyl-2-oxatricyclo[6.4.0.0??,??]dodec-9-ene, {6,10-dimethyl-2-methylidenebicyclo[7.2.0]undec-5-en-10-yl}methanol, 5,5,11,11-tetramethyltricyclo[6.2.1.0??,???]undec-6-en-2-ol, 6,6,8,9-tetramethyl-2-oxatetracyclo[6.4.0.0??,??.0???,???]dodecane, 3,8-dimethyl-5-(propan-2-yl)-2,4a,5,6,7,8-hexahydronaphthalen-2-ol, 2,6,6,8-tetramethyltricyclo[5.3.1.0??,???]undecan-9-one, Cadina-1(10),4-Dien, Alpha-Santalen-11-One, 2,6,6-trimethyl-8-methylidenetricyclo[5.3.1.0??,???]undecan-9-ol, 2,8-dimethyl-5-(propan-2-yl)tricyclo[4.4.0.0??,???]dec-8-en-4-ol, 2-methyl-3-(3-methylbut-2-en-1-yl)-2-(4-methylcyclohex-3-en-1-yl)oxirane, 3,5-di-tert-butyl-4-methylphenol, 1-methyl-4-(6-methylhepta-2,5-dien-2-yl)-7-oxabicyclo[4.1.0]heptane, Isolemnalol, 10Beta,15-Epoxykhusinol, Valerenol, 8a-methyl-4-methylidene-6-(propan-2-yl)-1,2,3,4,4a,5,8,8a-octahydronaphthalen-1-ol, 3,4-Seco-4-Longibornen-3-Al, [1S-(1R*,2S*,5E,9S*)]- 6,10,10-Trimethylbicyclo[7.2.0]Undec-5-Ene-2-Carboxaldehyde, 5,7,8,11-tetramethyltricyclo[6.3.0.0??,???]undec-6-en-2-ol, Alpha-Agarofuran, 1,1,7-trimethyl-decahydrospiro[cyclopropa[e]azulene-4,2'-oxirane], [1R-(1Alpha,6Alpha,8Aalpha)]-1,2,6,7,8,8A-Hexahydro-4,8A-Dimethyl-6-(1-Methylethyl)-1-Naphthalenol, Delta-Elemenol, Caryophyllenol I, 4-Nonylphenol, 5-{2,6-dimethylbicyclo[3.1.1]hept-2-en-6-yl}-2-methylpent-2-en-1-ol, Epoxycyperene, Occidentalol, Spathulenol, 4-Longipinanone, 2,6,6,8-tetramethyl-9-oxatetracyclo[5.4.1.0??,???.0???,?????]dodecane, 3-methyl-6-(6-methylhept-5-en-2-yl)cyclohex-2-en-1-one, Isoshyobunone, Khusinol, 10(14)-Oplopen-3-One, (-)-1Abeta,2,4Alpha,5,6,7,7A,7Bbeta-Octahydro-1,1,7Beta,7Abeta-Tetramethyl-1H-Cyclopropa[A]Naphthalen-4-Ol, Farnesal, Cyperenol, Isovetiselinenol, [1S-(1Alpha,2Beta,3Alpha,5Alpha)]-2-Ethenyl-2-Methyl-3,5-Bis(1-Methylethenyl)-Cyclohexanol, 3,7,7,10-tetramethyl-2-oxatetracyclo[7.3.0.0??,??.0???,???]dodecane, Fukinone, Khusenol, [2S-[2Alpha,5Alpha(E)]]-5-(1,5-Dimethyl-1,4-Hexadienyl)-2-Ethenyltetrahydro-2-Methylfuran, Eremofukinone","CNP0300705, CNP0075939, CNP0075976, CNP0076007, CNP0076148, CNP0076225, CNP0076299, CNP0076365, CNP0076381, CNP0076982, CNP0081175, CNP0081239, CNP0082351, CNP0085856, CNP0086358, CNP0096904, CNP0101339, CNP0105103, CNP0106532, CNP0107778, CNP0109611, CNP0111471, CNP0112758, CNP0114111, CNP0117605, CNP0121298, CNP0122702, CNP0124555, CNP0126971, CNP0129531, CNP0135331, CNP0137921, CNP0139738, CNP0141421, CNP0142268, CNP0142293, CNP0142457, CNP0142629, CNP0145569, CNP0145741, CNP0145922, CNP0146703, CNP0148064, CNP0150511, CNP0150541, CNP0152416, CNP0153109, CNP0154792, CNP0155392, CNP0156321",0,14534.63965,9012090,50,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C6H6O6,M[M]+,-O+C5H12N3O,C6H6O6-O+C5H12N3O+,288.1190117,0.4950713,0.1,0.5063380235892817,0.9793093993536444,0.9984061930783242,"Aconitic Acid, Dhaa","CNP0184949, CNP0280536",0,22837.96094,15783776,2,1,,,C7H7FO2S-O+C5H12N3O+
Iowa State University,gta3619,2025-06-19_16h57m41s,C38H46O21,M[M]+,-O+C5H12N3O,C38H46O21-O+C5H12N3O+,952.3557323,0.49080187,0.1,0.5478269629167707,0.9094546859756825,0.9851032448377581,Acacetin 7-(4''''-Acetylrhamnosyl)-(1->6)-Glucosyl-(1->3)-(6''-Acetylglucoside),CNP0425136,0,5700.654297,370851.4063,1,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C12H22O12,M[M]+,-O+C5H12N3O,C12H22O12-O+C5H12N3O+,472.2136999,0.48941237,0.1,0.5089190119240112,0.9638226392720969,0.9977670045541355,"2,3,5,6-tetrahydroxy-4-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}hexanoic acid",CNP0108108,0,14042.19727,7088913,1,5,,,"C14H21N3O6S-O+C5H12N3O+, C26H32O8+H+, C22H17NO4-O+C5H12N3O+, C19H18O7-O+C5H12N3O+H+, C32H28N2O2+"
Iowa State University,gta3619,2025-06-19_16h57m41s,C5H8O5,M[M]+,-O+C5H12N3O,C5H8O5-O+C5H12N3O+,262.1397471,0.48526204,0.1,0.4947492763399758,0.9825235878331766,0.9982703236965653,"1-Methylester Malic Acid, Citramalate","CNP0269332, CNP0272259",0,19038.66211,12371548,2,2,,,"C12H22O6+, C19H18O+H+"
Iowa State University,gta3619,2025-06-19_16h57m41s,C13H25NO2,M[M]+,-O+C5H12N3O,C13H25NO2-O+C5H12N3O+,341.29110282700003,0.47742993,0.1,0.5010703982074195,0.954777688,0.9979496457108398,Andrachcinidine,CNP0289762,0,14100.29688,5350615,1,1,,,C20H39NO3+
Iowa State University,gta3619,2025-06-19_16h57m41s,C6H10O4,M[M]+,-O+C5H12N3O,C6H10O4-O+C5H12N3O+,260.1604826,0.4757317,0.1,0.4842554629590564,0.9839993733163112,0.9983728164632687,"1-(acetyloxy)ethyl acetate, methyl 5-hydroxy-4-oxopentanoate, Monomethyl Glutarate, Conduritol A, methyl 3,4-dihydroxy-2-methylidenebutanoate, diethyl oxalate, Adipic Acid, Ketopantoic Acid","CNP0079847, CNP0195106, CNP0216180, CNP0232122, CNP0233477, CNP0247070, CNP0296801, CNP0358941",0,16546.48047,11370533,8,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C8H10O3,M[M]+,-O+C5H12N3O,C8H10O3-O+C5H12N3O+,268.165568,0.47383422,0.1,0.48862135177125315,0.9713417334337295,0.9983479789103691,"6-ethyl-4-methoxy-2H-pyran-2-one, Phomalactone, 3,4-dimethoxyphenol, Rengyolone, 3,5-dihydroxy-6,6-dimethylcyclohexa-2,4-dien-1-one, Dopet, Ketomycin, 3-(hydroxymethyl)-5-methoxyphenol, Syringol","CNP0076892, CNP0193471, CNP0220201, CNP0236170, CNP0256281, CNP0275287, CNP0297531, CNP0348183, CNP0421772",0,16066.84668,10621078,9,1,,,C6H7N3O2-O+C5H12N3O+H+
Iowa State University,gta3619,2025-06-19_16h57m41s,C29H48O4,M[M]+,-O+C5H12N3O,C29H48O4-O+C5H12N3O+,574.4578338,0.47308785,0.1,0.5138447590639025,0.9229107160382038,0.9975856122197586,"3-Epi-2-Deoxy-25-Methyldolichosterone, Phlomistetraol B, 15-(1-hydroxyethyl)-1,2,6,6,10,18-hexamethyl-14,23-dioxahexacyclo[11.8.1.1?????,?????.0??,????.0???,?????.0?????,????]tricosan-7-ol, 17,24-Epoxy-20Alpha,25-Dihydroxy-21-Norbaccharan-3-One, Argenteanol B, Nonadecyl Ferulate, 8-ethyl-3-hydroxy-3,5b,8,11a,13a-pentamethyl-icosahydrochryseno[1,2-c]furan-13-yl acetate, icosyl 3-(3,4-dihydroxyphenyl)prop-2-enoate, Phlomistetraol C","CNP0029129, CNP0126512, CNP0132781, CNP0148473, CNP0160919, CNP0188973, CNP0222556, CNP0232408, CNP0336171",0,14498.67871,2332773.5,9,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C20H28O7,M[M]+,-O+C5H12N3O,C20H28O7-O+C5H12N3O+,494.286077,0.47059217,0.1,0.5055878499207971,0.9317206094003582,0.9989928057553957,"[3Ar-(3Aalpha,4Beta,6Alpha,6Aalpha,7Beta,7Abeta,8Abeta,8Balpha,8Cbeta)]-Dodecahydro-6,7-Dihydroxy-6,8A-Dimethyl-3-Methylene-2-Oxooxireno[2,3]Azuleno[4,5-B]Furan-4-Yl Ester 3-Methylbutanoic Acid, Argophyllin A, Maoyecrystal D, 6,9,9a-trihydroxy-3,4a,5-trimethyl-2-oxo-2H,4H,4aH,5H,6H,7H,8H,8aH,9H,9aH-naphtho[2,3-b]furan-4-yl 2-methylbut-2-enoate, 3,13,15,16-tetrahydroxy-2,6,14,17-tetramethyl-10-oxatetracyclo[7.7.1.0??,???.0????,?????]heptadec-5-ene-4,11-dione, 2-hydroxy-2,6,11-trimethyl-7-oxo-8,12,13-trioxatetracyclo[9.2.2.0??,?????.0???,???]pentadec-14-en-4-yl 2-methylbutanoate, Parvifoline D, Euperfolitin, Pulchelloid A, Neurolenin C, Hebeirubescensin G, [3As-(3Ar*,4R*,5R*,6R*,10E,11As*)]-2,3,3A,4,5,6,7,8,9,11A-Decahydro-5,6-Dihydroxy-6,10-Dimethyl-3-Methylene-2,7-Dioxocyclodeca[B]Furan-4-Yl Ester 3-Methylbutanoic Acid, 3Beta,4Alpha,7Beta,10Beta-Tetrahydroxy-15,16-Epoxy-Labda-13(16),14-Dien-20,12-Olide, 2,5,7-trimethyl-6-(2-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}ethyl)-2,3-dihydro-1H-inden-1-one, 3,12,15,16-tetrahydroxy-2,6,14,17-tetramethyl-10-oxatetracyclo[7.7.1.0??,???.0????,?????]heptadec-5-ene-4,11-dione, Chaparrin, 5,7-dihydroxy-2-(3-methoxy-3-oxoprop-1-en-2-yl)-4a-methyl-8-methylidene-decahydronaphthalen-1-yl 2-(hydroxymethyl)prop-2-enoate, Melnerin A, Steenkrotin B, 4,9,9a-trihydroxy-3,4a,5-trimethyl-2-oxo-2H,4H,4aH,5H,6H,7H,8H,8aH,9H,9aH-naphtho[2,3-b]furan-6-yl 2-methylbut-2-enoate, 3Alpha,4Beta,8Beta,10Beta-Tetrahydroxy-15,16-Epoxy-Cis-Clerodane-13(16),14-Dien-20,12-Olide, Tithonin, Argophyllin B, Neurolenin D, [3Ar-[3Aalpha,4Beta(S*),6Alpha,6Aalpha,7Beta,7Abeta,8Abeta,8Balpha,8Cbeta]]-Dodecahydro-6,7-Dihydroxy-6,8A-Dimethyl-3-Methylene-2-Oxooxireno[2,3]Azuleno[4,5-B]Furan-4-Yl Ester 2-Methylbutanoic Acid, Eupachinilide H, 1Beta-Methoxydiversifolin, 6,7,9-trihydroxy-3,6,9-trimethyl-2-oxo-2H,3H,3aH,4H,5H,6H,7H,8H,9H,9bH-azuleno[4,5-b]furan-4-yl 2-methylbut-2-enoate, 2Alpha-Tigloyloxydugaldiolide, 2,3-Didehydrocinnzeylanone, Xerophilusin Ix, Lobatin A","CNP0005228, CNP0113954, CNP0116844, CNP0119730, CNP0129345, CNP0133956, CNP0134795, CNP0147545, CNP0159476, CNP0164108, CNP0172549, CNP0188059, CNP0196510, CNP0202782, CNP0215136, CNP0227475, CNP0247525, CNP0251148, CNP0254211, CNP0259305, CNP0313250, CNP0328225, CNP0337009, CNP0353323, CNP0387134, CNP0402993, CNP0405105, CNP0407095, CNP0408475, CNP0425133, CNP0425442, CNP0426126",0,108711.875,42737620,32,9,,,"C27H40O8+H+, C30H39NO5+, C28H36N4O4+H+, C23H25NO4-O+C5H12N3O+, C20H26O7-O+C5H12N3O+H+, C29H38N2O5+H+, C21H29ClO4-O+C5H12N3O+H+, C20H28O7-O+C5H12N3O+H+, C27H42O8+"
Iowa State University,gta3619,2025-06-19_16h57m41s,C9H14O,M[M]+,-O+C5H12N3O,C9H14O-O+C5H12N3O+,252.20703885499998,0.46757144,0.1,0.48159618365343326,0.9724922486710378,0.9983407205364246,"4-ethoxybicyclo[3.2.0]hept-2-ene, 3,3-dimethyl-2-oxabicyclo[2.2.2]oct-5-ene, 4,4-Dimethyl-2-Cyclohepten-1-One, spiro[4.4]nonan-2-one, Beta-Phorone, 6,6-dimethylbicyclo[3.1.1]heptan-2-one, 1,7-dimethylbicyclo[2.2.1]heptan-2-one, nona-2,4-dienal, Izoforon, Pentylfuran, 5,6-Dimethyl-5-Norbornen-Exo-2-Ol, nona-2,6-dienal, 2-(propan-2-ylidene)cyclohexan-1-one, Cryptone, 2,6-dimethylhepta-2,5-dien-4-one, (E,E)-Pentadeca-5,7-Diene-9,11,13-Triyn-2-One","CNP0076392, CNP0076963, CNP0102920, CNP0107580, CNP0135841, CNP0141735, CNP0145932, CNP0175411, CNP0196251, CNP0210535, CNP0215265, CNP0253048, CNP0262850, CNP0293305, CNP0357459, CNP0426415",0,18201.16602,12245856,16,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C8H14O3,M[M]+,-O+C5H12N3O,C8H14O3-O+C5H12N3O+,272.1968681,0.46624655,0.1,0.4790937248507475,0.9749231834650294,0.9982165029913083,"4-(2-hydroxyethyl)-7-oxabicyclo[2.2.1]heptan-1-ol, 4-hydroxy-6-propyloxan-2-one, Cleroindicin E, Cleroindicin B","CNP0176269, CNP0210234, CNP0264798, CNP0287987",0,17894.70117,15137062,4,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C14H22O,M[M]+,-O+C5H12N3O,C14H22O-O+C5H12N3O+,320.2696391,0.45987839,0.1,0.483116435,0.9539884132118754,0.9978105095541401,"3-(propan-2-yl)tricyclo[4.3.1.1??,???]undec-3-en-10-ol, 2-octylphenol, 4-Octylphenol, 4-(2,4,4-Trimethylpentan-2-Yl)Phenol, 2,6-Ditert-Butylphenol, 2,3,3-trimethyl-2-(3-methylbuta-1,3-dien-1-yl)cyclohexan-1-one, 4-methyl-2-(2-methylpropoxy)-1-(propan-2-yl)benzene, Norbourbonone, Alpha-Iron, 5,5-dimethyl-4-(3-methylbuta-1,3-dien-1-yl)-1-oxaspiro[2.5]octane, 2,4-di-tert-butylphenol, 2,5-di-tert-butylphenol, [S-(R*,S*)]- 3-Methyl-6-(1-Methyl-5-Hexenyl)-2-Cyclohexen-1-One, 2,6,10-trimethylundeca-2,4,9-trienal, 4-(6-methylhept-5-en-2-yl)cyclohex-2-en-1-one, 15-Nor-2-Acoren-4-One, Madolin C, Beta-Irone, Rudbeckianone","CNP0076067, CNP0076827, CNP0079823, CNP0086119, CNP0102088, CNP0130008, CNP0146784, CNP0146817, CNP0153267, CNP0165349, CNP0177836, CNP0201357, CNP0238197, CNP0250475, CNP0255803, CNP0278001, CNP0298774, CNP0306269, CNP0320139",0,12068.20898,6447207,19,1,,,C21H36O2+
Iowa State University,gta3619,2025-06-19_16h57m41s,C6H10O3,M[M]+,-O+C5H12N3O,C6H10O3-O+C5H12N3O+,244.165568,0.45453396,0.1,0.46572494690173566,0.9774693677126686,0.9984669146657649,"3-hydroxyhexane-2,5-dione, 3-hydroxy-4,4-dimethyloxolan-2-one, 5-(1-hydroxyethyl)oxolan-2-one, Mevalonolactone, Ketoleucine, 5-ethoxyoxolan-2-one","CNP0180429, CNP0187947, CNP0205569, CNP0242599, CNP0271985, CNP0310487",0,18995.49219,14549810,6,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C27H44O2,M[M]+,-O+C5H12N3O,C27H44O2-O+C5H12N3O+,514.4367044349999,0.4511012,0.1,0.4888863647869373,0.9265636194775483,0.9958428972200969,"5,7',8',13'-tetramethyl-5'-oxaspiro[oxane-2,6'-pentacyclo[10.8.0.0??,???.0???,???.0????,?????]icosane], Garcinielliptone, 1-(7-hydroxy-6-methylheptan-2-yl)-9a,11a-dimethyl-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-4-one, Calcidiol, (18S)-Pyrrosialactone","CNP0076099, CNP0168601, CNP0258073, CNP0261058, CNP0328277",0,9114.152344,2340127.5,5,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C7H7FO2S,M[M]+,-O+C5H12N3O,C7H7FO2S-O+C5H12N3O+,288.1176526,0.44629833,0.1,0.46156658200333545,0.968466984,0.9984034667578972,Phenylmethylsulfonylfluoride,CNP0407298,0,22837.96094,15779603,1,3,,,"C11H17N3O6+H+, C6H6O6-O+C5H12N3O+, C6H9NOS2-O+C5H12N3O+"
Iowa State University,gta3619,2025-06-19_16h57m41s,C17H20O9,M[M]+,-O+C5H12N3O,C17H20O9-O+C5H12N3O+,482.213306,0.445714,0.1,0.46670963609654953,0.9564308895504429,0.9985180118559052,"1,3,5-trihydroxy-4-{[3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxy}cyclohexane-1-carboxylic acid, methyl 4-{[3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}-1,3,5-trihydroxycyclohexane-1-carboxylate, Phellodenol H, 3-ethyl-5-hydroxy-7-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4H-chromen-4-one, Methyl Chlorogenate, Cnidioside A, 5-ethenyl-1-(hydroxymethylidene)-6-[(3,4,5,6-tetrahydroxyoxan-2-yl)oxy]-3,5,6,7-tetrahydro-1H-isochromen-7-one, 1,3,4-trihydroxy-5-{[3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxy}cyclohexane-1-carboxylic acid, 2Beta,3Beta-Epoxybishopantholide","CNP0129307, CNP0152351, CNP0170926, CNP0222147, CNP0261619, CNP0331275, CNP0362131, CNP0368158, CNP0425733",0,16020.7334,12095630,9,4,,,"C18H22ClNO5-O+C5H12N3O+, C24H34O10+, C20H17NO6-O+C5H12N3O+H+, C27H31NO7+H+"
Iowa State University,gta3619,2025-06-19_16h57m41s,C37H48O6,M[M]+,-O+C5H12N3O,C37H48O6-O+C5H12N3O+,702.4476630429999,0.44442767,0.1,0.4969116400061346,0.8976587963760622,0.9963470319634703,"Egonol-9(Z),12(Z)Linoleate, Hydratopyrrhoxanthinol, Garcinol","CNP0085085, CNP0163979, CNP0244580",0,10887.08301,2057874.75,3,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C9H8O4,M[M]+,-O+C5H12N3O,C9H8O4-O+C5H12N3O+,294.1448325,0.4413738,0.1,0.45531188937920153,0.9722954477753846,0.9970094821298322,"3-acetyl-4-hydroxybenzoic acid, 5,7-dihydroxy-3,4-dihydro-2H-1-benzopyran-4-one, 6,7-dihydroxy-3,4-dihydro-2H-1-benzopyran-2-one, 3-(2,5-dihydroxyphenyl)prop-2-enoic acid, 3-(3-hydroxyphenyl)-2-oxopropanoic acid, Caffeic Acid, Cis-2,4-Dihydroxycinnamic Acid, 2-Carboxybenzeneacetic Acid, Sid22414536, Aspirin, (S)-3,7-Dihydroxychroman-4-One, Testacid","CNP0076310, CNP0076889, CNP0106848, CNP0110380, CNP0150167, CNP0186784, CNP0192872, CNP0266947, CNP0290682, CNP0300507, CNP0344272, CNP0412003",0,15497.35938,8394052,12,1,,,C16H22O5+
Iowa State University,gta3619,2025-06-19_16h57m41s,C37H34N2O4,M[M]+,-O+C5H12N3O,C37H34N2O4-O+C5H12N3O+,684.3544314,0.43623593,0.1,0.5037935261013542,0.8724493993587887,0.9924956369982548,N-Methylurabaine,CNP0260554,0,7070.31543,299452.9375,1,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C23H34O6,M[M]+,-O+C5H12N3O,C23H34O6-O+C5H12N3O+,520.3381126,0.43503454,0.1,0.46373369739901144,0.9423086908537932,0.9955473098330241,"Methyl Ent-16-Acetoxy-6Alpha-Hydroxy-17-Oxo-7,13E-Labdadien-15-Oate, 12Beta-Hydroxycoroglaucigenin, methyl 2-(acetyloxy)-5-[2-(3-formyl-2-methyloxiran-2-yl)ethyl]-1,4a-dimethyl-6-methylidene-decahydronaphthalene-1-carboxylate, 12-O-Acetyllineolon, Annoglabasin C, Strophanthidol, Xenitacin, Nelumol D, Bakkenolide H, Nelumol E, Wikstroemioidin B, Methyl Ent-16-Acetoxy-8Beta-Formyl-8-Desmethyl-6,13E-Labdadien-15-Oate, methyl 12-(acetyloxy)-14-(hydroxymethyl)-5,9,13-trimethyl-15-oxatetracyclo[11.2.1.0??,?????.0???,???]hexadec-10-ene-5-carboxylate, Monacolin M, Afrogenin","CNP0112124, CNP0145467, CNP0145900, CNP0176592, CNP0202858, CNP0210182, CNP0231142, CNP0233789, CNP0246024, CNP0274024, CNP0280969, CNP0296809, CNP0313309, CNP0369325, CNP0419473",0,5379.812012,827145.9375,15,2,,,"C30H48O7+, C26H31NO3-O+C5H12N3O+H+"
Iowa State University,gta3619,2025-06-19_16h57m41s,C11H10O4,M[M]+,-O+C5H12N3O,C11H10O4-O+C5H12N3O+,320.16048258700005,0.4349456,0.1,0.4452498454488095,0.979765969,0.9970313825275657,"Eugenin, Isoeugenitol, Murrayacarpin A, Phellodenol A, 6-Hydroxymethylherniarin, 5,7-Dimethoxychromone, Lathodoratin, (Z)-3-Ethylidene-7-Hydroxy-6-Methoxyphthalide, 3,7-dimethoxy-2H-chromen-2-one, 8-hydroxy-3-methyl-1-oxo-3,4-dihydro-1H-2-benzopyran-5-carbaldehyde, Leptorumol, Scoparone, Limetin, 8-hydroxy-6-methoxy-3-methyl-1H-isochromen-1-one, Dulcinone, Phellodenol B","CNP0106090, CNP0106715, CNP0110564, CNP0141954, CNP0186764, CNP0205905, CNP0218248, CNP0221908, CNP0261653, CNP0261658, CNP0266083, CNP0286100, CNP0292843, CNP0307918, CNP0309289, CNP0309591",0,49842.61328,27374978,16,3,,,"C8H15NOS2-O+C5H12N3O+, C9H13ClO3-O+C5H12N3O+H+, C18H24O5+"
